0	13,7323
1	11,8859
2	11,7282
3	12,7267
4	13,8634
5	13,7640
6	13,1812
7	13,4906
8	15,4416
9	18,9653
10	18,9067
11	20,8982
12	22,7560
13	22,9572
14	25,2254
15	22,3725
16	23,2651
17	22,5050
18	23,3013
19	31,1219
20	32,8166
21	36,4796
22	34,7190
23	32,5926
24	30,7240
25	31,9947
26	34,1535
27	31,9272
28	23,4502
29	28,5683
30	32,7575
31	31,0518
32	28,6475
33	29,8804
34	31,4527
35	30,0507
36	34,0910
37	29,3160
38	31,4596
39	29,5681
40	32,9837
41	30,7094
42	31,0768
43	31,8345
44	32,3859
45	30,2487
46	32,5276
47	32,5181
48	32,8218
49	31,3728
50	33,6993
51	34,0164
52	35,1415
53	30,7317
54	33,2920
55	32,7753
56	30,2752
57	29,4940
58	32,5004
59	28,3963
60	29,1731
61	29,0812
62	29,8240
63	30,1618
64	34,4027
65	28,9194
66	30,7102
67	35,0114
68	37,1254
69	33,8894
70	34,8841
71	35,7420
72	39,8364
73	34,8841
74	35,1448
75	37,3545
76	37,1712
77	35,3387
78	33,0159
79	33,4505
80	34,2047
81	34,9259
82	35,2848
83	34,5813
84	31,4658
85	32,8256
86	31,2502
87	32,7300
88	35,3054
89	37,5972
90	41,3187
91	38,6355
92	37,5391
93	38,5667
94	35,2445
95	37,3816
96	36,9843
97	41,0971
98	39,1005
99	37,5540
100	35,8322
101	31,2954
102	29,6188
103	29,5689
104	30,5604
105	27,5040
106	30,5390
107	27,6954
108	26,2755
109	30,7319
110	27,4644
111	22,2000
112	30,5232
113	26,9000
114	33,6000
115	31,4000
116	36,0000
117	32,4000
118	32,9000
119	29,8000
120	30,9000
121	29,8000
122	27,6000
123	30,4000
124	28,9000
125	29,2000
126	31,2000
127	31,3000
128	27,4000
129	27,9000
130	27,3000
131	29,3000
132	27,9000
133	25,1000
134	27,7000
135	24,7000
136	29,1000
137	28,4000
138	27,0000
139	29,2000
140	33,1000
141	33,3000
142	35,8000
143	32,2000
144	35,3000
145	40,4000
146	39,9000
147	38,3000
148	35,7000
149	39,2000
150	36,9000
151	40,8000
152	40,6000
